id,project_name,experiment_description,epoch,start_time,duration(s),power_consumption(kWh),CO2_emissions(kg),CPU_name,GPU_name,OS,region/country,cost
7256fb3d-34d8-446d-89e0-95d1373a9a7c,OpenNMT_Transformer_benchmark,predict OpenNMT_Transformer model,,2023-07-26 09:18:29,1189.278414964676,0.0266998178948981,0.0014729221539899,"Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz/2 device(s), TDP:125.0",Tesla V100-PCIE-32GB 1 device(s),Linux,CH,0
236768d0-5bb6-4266-a304-939b01278a2d,OpenNMT_Transformer_benchmark,predict OpenNMT_Transformer model,N/A,2023-08-15 23:41:09,3347.54412317276,0.08057948633811628,0.004445247943328522,"Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz/2 device(s), TDP:125.0",Tesla V100-PCIE-32GB 1 device(s),Linux,CH,0
