id,project_name,experiment_description,epoch,start_time,duration(s),power_consumption(kWh),CO2_emissions(kg),CPU_name,GPU_name,OS,region/country,cost
8bdcad05-826d-42b2-ac13-7334fe28fdb0,Graph2SMILES_benchmark,train Graph2SMILES model,,2023-07-24 20:52:22,245619.84165930748,5.141477737764677,0.2836347608815261,"Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz/2 device(s), TDP:125.0",Tesla V100-PCIE-32GB 1 device(s),Linux,CH,0
c2d35d45-4058-4299-b04a-24a3d7c1861c,Graph2SMILES_benchmark,train Graph2SMILES model,N/A,2023-08-16 15:30:27,229528.4698574543,4.873525512865769,0.268852908442753,"Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz/2 device(s), TDP:125.0",Tesla V100-PCIE-32GB 1 device(s),Linux,CH,0
