id,project_name,experiment_description,epoch,start_time,duration(s),power_consumption(kWh),CO2_emissions(kg),CPU_name,GPU_name,OS,region/country,cost
82d8cdd2-3dad-49e8-b3b9-d46f2760dec8,OpenNMT_Transformer_benchmark,predict OpenNMT_Transformer model,,2023-07-26 10:12:36,1575.3029289245603,0.0371610736046386,0.0020500277864734,"Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz/2 device(s), TDP:125.0",Tesla V100-PCIE-32GB 1 device(s),Linux,CH,0
da9354d6-d0fd-4cb4-905b-6098fe4893c3,OpenNMT_Transformer_benchmark,predict OpenNMT_Transformer model,N/A,2023-08-16 01:40:07,593.923837184906,0.011721668280021918,0.000646637552335689,"Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz/2 device(s), TDP:125.0",Tesla V100-PCIE-32GB 1 device(s),Linux,CH,0
